release_date,price,developer
2011-09-14,4.99,Stainless Games Ltd
2011-09-15,9.99,Paradox Development Studio
2011-09-15,4.99,PomPom
2010-10-19,6.99,HeR Interactive
2011-09-20,9.99,Reality Pump Studios
2011-09-21,4.99,NGD Studios
2011-10-11,9.99,Gearbox Software
2011-10-13,19.99,Blackhole
2011-09-28,14.99,Gas Powered Games
2011-09-28,4.99,Edmund McMillen and Florian Himsl
2011-09-29,6.99,Giants Software
2011-09-29,4.99,1C-Avalon
2007-02-20,14.99,Gas Powered Games
2011-09-29,18.99,Red Redemption
2011-09-29,1.99,Steel Monkeys
2011-09-29,2.99,Red Redemption
2011-09-29,4.99,Red Redemption
2011-09-09,1.99,City Interactive
2011-09-30,5.99,"Games Farm,3Division"
2011-09-29,3.99,Red Redemption
2011-10-11,19.99,Capcom Vancouver
2011-10-11,1.99,Hothead Games
2011-10-11,14.99,"Akella,.dat"
2011-10-12,Free To Play,Days of Wonder
2011-10-13,8.99,Dovetail Games
2011-10-14,9.99,Double Fine Productions
2011-10-18,19.99,The Sims Studio
2011-10-17,5.99,Positech Games
2011-10-24,4.99,"Vlambeer,Croteam"
2011-10-20,4.99,Iridium Studios
2011-10-24,4.99,Ideas Pad
2011-10-24,9.99,b-Alive
2011-10-24,14.99,Spellbound Studios
2011-10-24,8.99,KTX Software
2011-10-25,1.99,Robot Entertainment
2011-10-25,6.99,Obsidian Entertainment
2011-11-02,Free To Play,Daybreak Game Company
2011-11-03,2.99,"Haemimont Games,Feral Interactive (Mac)"
2011-11-03,19.99,Devil's Details
2011-11-02,6.99,HeR Interactive
2011-11-08,2.99,Robot Entertainment
2011-11-08,39.99,"Infinity Ward,Sledgehammer Games,Aspyr (Mac)"
2011-11-08,19.99,"Team Bondi,Rockstar Leeds"
2011-11-08,11.99,"Team Bondi,Rockstar Leeds"
2011-11-09,1.99,Digitalmindsoft
2011-11-10,4.99,Final Form Games
2011-11-10,2.99,Final Form Games
2011-11-11,0.99,Trendy Entertainment
2011-11-11,1.99,Trendy Entertainment
2011-11-29,6.99,Cipher Prime Studios
2011-11-29,2.99,Arrowhead Game Studios
2011-11-21,9.99,Digital Reality
2011-11-29,1.99,Arrowhead Game Studios
2011-11-30,4.99,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
2011-11-30,1.5899999999999999,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
2011-11-29,5.99,Arrowhead Game Studios
2011-11-30,1.99,Paradox Interactive
2011-11-30,1.99,Paradox Interactive
2010-06-11,3.99,Unicorn Games Studio
2011-12-02,19.99,Stardock Entertainment
2011-12-01,12.99,"KrossRails,Dovetail Games"
2011-12-06,Free To Play,Reloaded Productions
2012-01-13,4.99,Wadjet Eye Games
2011-12-12,1.99,Digitalmindsoft
2011-12-07,7.99,Tripwire Interactive
2011-12-13,9.99,Team 6 Studios
2011-12-13,3.99,Ubisoft Montreal
2011-12-13,1.99,Trendy Entertainment
2011-12-14,2.99,"Haemimont Games,Feral Interactive (Mac)"
2011-12-14,9.99,"Vicious Cycle Software, Inc."
2011-12-14,2.99,Stainless Games Ltd
2011-12-15,0.99,Relic
2011-12-15,0.99,Relic
2011-12-14,2.99,"Gaslamp Games, Inc."
2011-12-15,0.99,Relic
2011-12-15,4.99,Nitro Games
2011-12-15,0.99,Relic
2011-12-15,9.99,Egosoft
2013-06-06,19.99,Frozenbyte
2011-12-15,3.99,Trendy Entertainment
2011-12-16,5.99,ASTRO PORT
2011-12-19,9.99,Lionhead Studios
2011-12-19,2.99,Avalanche Studios
2011-12-19,2.99,Fakt Software
2011-12-20,1.99,Trendy Entertainment
2011-12-20,2.99,Volition
2011-12-19,4.99,Avalanche Studios
2011-12-20,2.99,Relic
2011-12-20,2.99,Relic
2011-12-20,2.99,Relic
2011-12-20,2.99,Relic
2011-12-20,9.99,Relic
2011-12-20,0.99,"D3Publisher of America, Inc."
2011-12-20,0.99,"D3Publisher of America, Inc."
2011-12-20,0.99,"D3Publisher of America, Inc."
2011-12-20,0.99,"D3Publisher of America, Inc."
2012-01-25,7.99,Unigine Corp.
2012-01-26,12.99,Dovetail Games
2012-01-27,9.99,NeocoreGames
2012-01-27,4.99,NEOCORE GAMES
2005-10-11,9.99,Croteam
2012-01-30,19.99,Lizsoft
2010-02-02,Free To Play,Cryptic Studios
2012-01-31,2.99,Trendy Entertainment
2012-01-31,1.99,Trendy Entertainment
2012-02-08,19.99,"Coreplay GmbH,Bigmoon Studios"
2012-02-02,9.99,RichMakeGame
2012-02-02,9.99,Paradox Development Studio
2012-02-02,9.99,Q-Games Ltd.
2012-02-02,5.99,Q-Games Ltd.
2012-02-03,4.99,Owlchemy Labs
2012-02-03,9.99,Puppygames
2012-02-14,0.99,inXile Entertainment
2012-02-14,39.99,Paradox Development Studio
2012-02-14,1.99,Paradox Interactive
2012-02-14,1.99,Paradox Interactive
2012-02-15,1.99,"WXP Games, LLC"
2012-02-16,9.99,Remedy Entertainment
2010-05-05,19.99,Thomson Interactive
2012-02-16,1.99,Arrowhead Game Studios
2011-12-21,11.99,Trashmasters
2012-02-16,13.99,Little Green Men Games
2012-02-17,3.99,Hitbox Team
2012-02-20,Free To Play,Wild Shadow Studios
2012-02-20,1.99,Paradox Interactive
2012-02-21,6.99,Volition
2012-02-22,9.99,MumboJumbo
2012-02-22,4.99,Brandon Brizzi
2012-02-28,9.99,Ubisoft Montreal
2012-03-29,19.99,"UBIart Montpellier,Feral Interactive (Mac)"
2012-02-29,9.99,Med-Art
2012-02-29,5.99,Grey Havens
2012-03-01,12.99,virtualRailroads
2012-02-29,3.99,Colossal Order Ltd.
2012-03-01,19.99,Strange Loop Games
2012-03-01,4.99,Cobra Mobile
2012-03-01,9.99,MumboJumbo
2012-03-02,9.99,Remedy Entertainment
2012-03-06,19.99,The Sims Studio
2012-03-06,9.99,Double Fine Productions
2012-03-02,4.99,Bootsnake Games
2012-03-08,19.99,Aerosoft GmbH
2012-03-08,8.99,Dovetail Games
2012-03-14,2.99,Tribute Games Inc.
2012-03-14,9.99,Most Wanted Entertainment
2012-03-08,9.99,Trickstar Games
2012-03-15,4.99,Nimbly Games
2012-03-15,1.99,Trendy Entertainment
2012-03-14,4.99,SEGA
2012-03-15,3.99,Trendy Entertainment
2012-03-16,3.99,3 Sprockets
2012-03-16,9.99,Cyan Worlds
2012-03-16,0.99,Trendy Entertainment
2012-03-16,4.99,Strawdog Studios Ltd
2012-03-19,14.99,Nihon Falcom
2012-03-20,8.99,Bohemia Interactive
2012-03-20,1.99,Eden Industries
2012-03-20,6.99,Volition
2012-03-21,4.99,PomPom Games
2012-03-21,9.99,Trapdoor Inc.
2012-03-20,9.99,"Big Huge Games,38 Studios"
2012-03-22,29.99,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
2012-03-22,9.99,Pendulo Studios
2012-03-21,4.99,Pixelante Game Studios
2012-03-23,2.99,Fakt Software
2012-03-28,9.99,MumboJumbo
2012-03-28,9.99,MumboJumbo
2012-03-29,6.99,"Haemimont Games,Feral Interactive (Mac)"
2012-03-29,9.99,Reality Pump
2012-03-29,8.99,Dovetail Games
2012-03-29,3.99,Trendy Entertainment
2012-03-29,9.99,BUGBEAR
2012-03-30,14.99,Longbow Games
2012-04-04,9.99,Cyanide
2012-04-05,12.99,Dovetail Games
2012-04-05,6.99,David Williamson
2012-04-05,1.99,Trendy Entertainment
2012-04-06,Free Demo,TAO
2012-04-06,Free Demo,BitSits Games
2014-05-20,19.99,Serious Brothers
2012-04-09,6.99,TikGames
2012-04-19,5.99,b-Alive
2012-04-26,9.99,Piranha Bytes
2012-04-26,3.99,Trendy Entertainment
2012-04-27,1.99,Piranha Bytes
2012-04-27,4.99,Piranha Bytes
2012-04-27,14.99,Devil's Details
2012-04-27,9.99,Love Conquers All Games
2012-04-27,9.99,Signal Studios
2012-04-30,4.99,Love Conquers All Games
2012-05-01,5.99,"The Creative Assembly,Feral Interactive (Mac),Feral Interactive (Linux)"
2012-05-01,2.99,Volition
2012-05-03,19.99,Dovetail Games
2012-05-24,1.99,Days of Wonder
2012-05-15,4.99,Colossal Order Ltd.
2012-05-15,4.99,Coreplay GmbH
2010-04-28,19.99,Croteam
2012-05-15,4.99,Croteam
2012-05-16,19.99,HeR Interactive
2012-05-16,3.99,Black Market Games
2012-05-17,8.99,Dovetail Games
2012-05-17,12.99,Dovetail Games
2012-05-18,29.99,Slant Six Games
2012-05-18,9.99,Sigma Team Inc.
2012-05-17,9.99,Positech Games
2012-05-18,6.99,Giants Software
2012-05-24,5.99,Days of Wonder
2012-05-24,9.99,Days of Wonder
2012-05-24,19.99,virtualRailroads
2012-05-31,3.99,Dovetail Games
2012-05-31,19.99,Nihon Falcom
2012-05-31,1.99,Trendy Entertainment
2012-05-31,14.99,Rockstar Studios
2012-05-31,19.99,Rockstar Studios
2012-06-01,1.99,Devil's Details
2012-06-01,1.99,Devil's Details
2012-06-04,0.99,Eden Industries
2012-06-06,Play For Free!,"Standing Stone Games, LLC"
2012-06-13,9.99,Cipher Prime Studios
2012-06-12,9.99,BlinkWorks Media
2012-06-12,14.99,Fatshark
2012-06-22,19.99,TT Games
2012-06-21,2.99,Airtight Games
2012-06-22,Free To Play,Nexon
2012-06-06,7.99,Rebellion
2012-06-21,14.99,"Infinity Ward,Sledgehammer Games,Raven Software,Aspyr (Mac)"
2012-06-25,4.99,Zeboyd Games
2012-06-22,19.99,Daedalic Entertainment
2012-06-25,34.99,"Standing Stone Games, LLC"
2012-06-25,Play For Free!,"Standing Stone Games, LLC"
2012-06-26,19.99,"Ubisoft Paris,Red Storm Entertainment"
2012-06-26,1.99,Paradox Development Studio
2012-06-26,9.99,Paradox Development Studio
2012-06-21,8.99,Airtight Games
2012-06-27,Free To Play,Hi-Rez Studios
2012-07-05,4.99,Tripwire Interactive
2002-09-20,5.99,Larian Studios
2012-06-26,1.99,Paradox Development Studio
2012-07-06,1.99,"WXP Games, LLC"
2012-07-09,6.99,Sakari Indie &amp; GriN
2012-07-10,3.99,Trendy Entertainment
2012-07-11,0.99,Stainless Games
2012-07-11,0.99,Stainless Games
2012-07-20,0.99,"Capcom U.S.A., Inc."
2012-07-11,0.99,Stainless Games
2012-07-11,0.99,Stainless Games
2012-07-12,39.99,Grey Havens
2012-07-20,0.99,"Capcom U.S.A., Inc."
2012-07-20,0.99,"Capcom U.S.A., Inc."
2012-07-24,0.99,"Capcom U.S.A., Inc."
2012-07-20,0.99,"Capcom U.S.A., Inc."
2012-07-12,9.99,Limbic Entertainment GmhH
2012-07-20,0.99,"Capcom U.S.A., Inc."
2012-07-20,0.99,"Capcom U.S.A., Inc."
2012-07-20,0.99,"Capcom U.S.A., Inc."
2012-07-20,0.99,"Capcom U.S.A., Inc"
2012-07-20,0.99,"Capcom U.S.A., Inc."
2012-07-20,0.99,"Capcom U.S.A., Inc."
2012-07-20,0.99,"Capcom U.S.A., Inc."
2012-07-24,0.99,"Capcom U.S.A., Inc."
2012-07-24,0.99,"Capcom U.S.A., Inc."
2012-07-24,0.99,"Capcom U.S.A., Inc."
2012-07-24,0.99,"Capcom U.S.A., Inc."
2012-07-24,0.99,"Capcom U.S.A., Inc."
2012-07-24,12.99,"Capcom U.S.A., Inc."
2012-07-24,2.99,"Capcom U.S.A., Inc."
2012-07-24,2.99,"Capcom U.S.A., Inc."
2012-07-30,14.99,Overhaul Games
2012-07-30,2.99,Sidhe
2012-07-30,9.99,KING Art
2012-07-31,0.99,Paradox Development Studio
2012-07-31,19.99,KING Art
2012-07-31,1.99,Paradox Development Studio
2012-07-24,12.99,"Capcom U.S.A., Inc."
2012-08-01,9.99,Misfits Attic
2012-08-02,5.99,Tennen-sozai
2012-08-01,2.99,Misfits Attic
2012-08-02,5.99,Tennen-sozai
2012-08-02,1.99,Days of Wonder
2012-08-03,9.99,"Remedy Entertainment Ltd.,Mountain Sheep Inc.,Cornfox &amp; Brothers Ltd."
2012-08-03,12.99,Dovetail Games
2012-08-21,2.99,United Front Games
2012-08-03,8.99,Dovetail Games
2012-08-10,4.99,Tripwire Interactive
2012-08-10,4.99,Robot Entertainment
2012-08-09,8.99,Dovetail Games
2012-08-13,14.99,Double Fine Productions
2012-08-13,1.99,United Front Games
2012-08-13,1.99,United Front Games
2012-08-21,7.99,Fishlabs Entertainment GmbH
2012-08-21,14.99,Valve
2005-02-08,9.99,"Obsidian Entertainment,Aspyr (Mac, Linux, &amp; Windows Update)"
2010-03-31,9.99,Soldak Entertainment
2012-08-23,1.99,Big Robot Ltd
2012-08-23,19.99,Dovetail Games
2012-08-23,7.99,Digital Train Model
2012-08-23,7.99,Digital Train Model
2012-08-30,0.99,"Monolith Productions, Inc."
2012-08-30,3.99,"Monolith Productions, Inc."
2012-08-30,6.99,"Monolith Productions, Inc."
2012-08-30,3.99,"Monolith Productions, Inc."
2012-08-30,5.99,"Monolith Productions, Inc."
2012-09-07,9.99,Eyebrow Interactive
2012-08-30,2.99,"Monolith Productions, Inc."
2012-08-30,1.99,"Monolith Productions, Inc."
2012-08-30,9.99,"Monolith Productions, Inc."
2012-08-30,0.99,"Monolith Productions, Inc."
2012-08-30,2.99,"Monolith Productions, Inc."
2012-08-30,5.99,"Monolith Productions, Inc."
2012-08-30,1.49,"Monolith Productions, Inc."
2012-08-30,1.99,"Monolith Productions, Inc."
2012-09-07,4.99,Freebird Games
2012-09-07,19.99,"Rocksteady Studios,Feral Interactive (Mac)"
2011-11-01,9.99,Freebird Games
2012-09-11,9.99,Aleksey Abramenko
2012-08-30,29.99,"Monolith Productions, Inc."
2012-09-11,6.99,Capybara Games
2012-09-12,4.99,Paradox Interactive
2012-09-12,8.99,Bohemia Interactive
2012-09-19,7.99,Blit Software
2012-09-19,4.99,Stainless Games
2012-09-19,2.49,Ronimo Games
2012-09-19,2.49,Ronimo Games
2012-09-19,2.49,Ronimo Games
2012-09-19,2.49,Ronimo Games
2012-09-19,1.49,Ronimo Games
2012-09-19,2.49,Ronimo Games
2012-09-27,9.99,Limbic Entertainment GmbH
2012-09-24,1.99,Slant Six Games
2012-09-24,1.99,Slant Six Games
2012-09-24,1.99,Slant Six Games
2012-09-24,9.99,Slant Six Games
2012-09-24,4.99,Slant Six Games
2012-09-24,9.99,Slant Six Games
2012-09-25,19.99,Frogwares
2012-09-27,7.99,Edelweiss
2012-09-28,32.99,Bohemia Interactive
2012-10-02,99.99,Pilgway
2012-10-02,5.99,Gaijin Games
2012-09-28,19.99,Data Realms
2012-09-28,2.99,City Interactive
2012-10-02,9.99,Gaijin Games
2012-10-09,9.99,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2012-10-10,0.99,Stainless Games
2012-10-10,0.99,Stainless Games
2012-10-10,0.99,Stainless Games
2012-10-10,0.99,Stainless Games
2012-10-10,0.99,Stainless Games
2012-10-16,2.99,Ubisoft - San Francisco
2012-10-10,0.99,Stainless Games
2012-10-10,0.99,Stainless Games
2012-10-15,4.99,Ratloop Asia
2012-10-15,19.99,id Software
2012-10-16,9.99,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2012-10-16,3.99,United Front Games
2012-10-16,1.99,United Front Games
2012-10-16,1.99,Trendy Entertainment
2012-10-16,0.99,Paradox Interactive
2012-10-16,2.99,Ubisoft - San Francisco
2012-10-16,7.99,Ubisoft - San Francisco
2012-10-16,2.99,Ubisoft - San Francisco
2012-10-16,2.99,Ubisoft - San Francisco
2012-10-16,2.99,Ubisoft - San Francisco
2012-10-16,2.99,Ubisoft - San Francisco
2012-10-16,2.99,Ubisoft - San Francisco
2012-10-16,2.99,Ubisoft - San Francisco
2012-10-16,2.99,Ubisoft - San Francisco
2012-10-16,2.99,Ubisoft - San Francisco
2012-10-16,2.99,Ubisoft - San Francisco
2012-10-16,2.99,Ubisoft - San Francisco
2012-10-16,2.99,Ubisoft - San Francisco
2012-10-16,2.99,Ubisoft - San Francisco
2012-10-16,2.99,Ubisoft - San Francisco
2012-10-16,7.99,Ubisoft - San Francisco
2012-10-16,7.99,Ubisoft - San Francisco
2012-10-16,11.99,Ubisoft - San Francisco
2012-10-16,7.99,Ubisoft - San Francisco
2012-10-16,2.99,Ubisoft - San Francisco
2012-10-16,2.99,Ubisoft - San Francisco
2012-10-16,2.99,Ubisoft - San Francisco
2012-10-16,2.99,Ubisoft - San Francisco
2012-10-16,2.99,Ubisoft - San Francisco
2012-10-16,2.99,Ubisoft - San Francisco
2012-10-16,29.99,Ubisoft - San Francisco
2012-10-16,19.99,Daedalic Entertainment
2012-10-17,19.99,2x2 Games
2012-10-29,7.99,Lukewarm Media
2012-10-16,2.99,Ubisoft - San Francisco
2012-10-16,2.99,Ubisoft - San Francisco
2012-10-22,14.99,Black Forest Games
2012-10-23,2.99,"Haemimont Games,Feral Interactive (Mac)"
2012-10-23,9.99,Zeal Game Studio
2012-10-23,4.99,"Firaxis Games,Feral Interactive (Mac),Feral Interactive (Linux)"
2012-10-23,9.99,Dennaton Games
2012-10-23,3.99,United Front Games
2012-10-23,1.99,United Front Games
2012-10-23,2.99,Fatshark
2012-10-29,4.99,Muse Games
2006-04-11,14.95,Monolith
2004-04-27,5.99,Larian Studios
2012-10-29,0.99,Arrowhead Game Studios
2012-10-29,19.99,Larian Studios
2012-10-30,2.99,Ubisoft - San Francisco
2012-10-30,2.99,Ubisoft - San Francisco
2003-04-13,9.99,Running With Scissors
2012-11-13,14.99,Codemasters Birmingham
2012-11-06,19.99,Daedalic Entertainment
2012-11-02,14.99,Camel101 LLC
2012-11-06,29.99,Reloaded Productions
2012-11-07,2.99,Stainless Games
2012-11-07,4.99,Team17 Digital Ltd
2012-11-09,5.99,Positech Games
2012-11-09,9.99,Digital Reality
2012-11-09,9.99,Ankama
2012-11-09,7.99,Neko Entertainment
2012-11-09,12.99,Bohemia Interactive
2012-11-09,0.99,Acquire
2012-11-09,0.99,Acquire
2012-11-09,0.99,Acquire
2012-11-12,59.99,Treyarch
2012-11-13,2.99,United Front Games
2012-11-13,2.99,United Front Games
2012-11-13,0.99,Codemasters Birmingham
2012-11-13,1.99,United Front Games
2012-11-13,0.99,Codemasters Birmingham
2012-11-13,0.99,Codemasters Birmingham
2012-11-13,0.99,Codemasters Birmingham
2012-11-13,0.99,Codemasters Birmingham
2004-03-08,6.99,I-deal Games
2012-11-19,0.99,Io-Interactive A/S
2012-11-19,0.99,Io-Interactive A/S
2012-11-19,0.99,Io-Interactive A/S
2012-11-19,0.99,Io-Interactive A/S
2012-11-19,0.99,Io-Interactive A/S
2012-11-19,0.99,Io-Interactive A/S
2012-11-20,19.99,The Sims Studio
2012-11-20,19.99,The Sims Studio
2012-11-20,19.99,The Sims Studio
2012-11-21,0.99,Stainless Games
2012-11-21,0.99,Stainless Games
2012-11-21,0.99,Stainless Games
2012-11-21,0.99,Stainless Games
2012-11-21,4.99,Team17 Digital Ltd
2012-11-23,6.99,Dovetail Games
2012-11-28,14.99,IonFx
2012-11-28,3.99,Curve Studios
2012-11-28,6.99,Core Design
2012-11-28,9.99,Curve Studios
2005-09-26,7.99,SimBin Studios AB
2012-11-29,19.99,N3V Games
2012-12-05,19.99,KING Art
2012-12-05,9.99,Wormwood Studios
2012-12-06,4.99,Zeal Game Studio
2012-12-06,0.99,Zeal Game Studio
2012-12-06,Free To Play,NEXON Korea Corp.
2012-12-06,9.99,Spry Fox LLC
2003-12-17,6.99,Crystal Dynamics
2012-12-06,6.99,Crystal Dynamics
2001-11-20,6.99,Crystal Dynamics
2012-12-06,6.99,Digital Train Model
2012-12-13,19.99,Reality Pump
2012-12-11,4.99,Ubisoft Montreal
2012-12-11,4.99,Gaming Minds
2012-12-11,7.99,Ubisoft - San Francisco
2012-12-11,9.99,Daedalic Entertainment
2012-12-11,2.99,Ubisoft - San Francisco
2012-12-17,7.99,SEGA
2011-03-25,19.99,Thomson Interactive
2012-12-17,3.99,Mind Over Matter Studios
2012-12-17,0.99,Paradox Development Studio
2012-12-17,0.99,Paradox Development Studio
2012-12-18,4.99,id Software
2012-12-18,2.99,"Haemimont Games,Feral Interactive (Mac)"
2012-12-18,2.99,Ubisoft - San Francisco
2012-12-18,2.99,Ubisoft - San Francisco
2012-12-18,2.99,Ubisoft - San Francisco
2012-12-18,2.99,Ubisoft - San Francisco
2012-12-21,14.99,Ascaron
2012-12-21,19.99,Dovetail Games
2012-12-31,2.99,Cipher Prime Studios
2013-01-07,13.99,MumboJumbo
2013-01-07,4.99,Codemasters Birmingham
2013-01-07,4.99,Codemasters Birmingham
2013-01-08,9.99,DnS Development
2013-01-07,4.99,Codemasters Birmingham
2013-01-09,2.99,Team17 Digital Ltd
2013-01-10,19.99,Dovetail Games
2013-01-10,9.99,Subatomic Studios LLC
2013-01-09,6.99,Studio X Labs
2013-01-11,9.99,"Ironclad Games,Stardock Entertainment"
2013-01-11,5.99,Positech Games
2013-01-22,2.99,Ubisoft - San Francisco
2013-01-18,3.99,Mind Over Matter Studios
2013-01-17,69.99,The Farm 51
2013-01-22,0.99,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2013-01-22,0.99,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2013-01-21,9.99,"Apus Software,Three Donkeys LLC"
2013-01-22,0.99,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2013-01-22,0.99,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2013-01-22,0.99,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2013-01-22,0.99,"Gearbox Software,Aspyr (Mac &amp; Linux)"
2013-01-23,9.99,Born Ready Games Ltd.
2013-01-23,19.99,Born Ready Games Ltd.
2013-01-23,14.99,Double Fine Productions
2013-01-24,19.99,NAMCO
2013-01-24,9.99,Dennaton Games
2013-01-24,29.99,Ninja Theory
2013-01-23,4.99,"Hidden Path Entertainment, Inc."
2013-01-31,9.99,Cadenza Interactive
2013-02-01,4.99,Internal Games
2013-02-05,2.99,Colossal Order Ltd.
2013-02-05,2.99,Ubisoft - San Francisco
2013-02-05,2.99,Ubisoft - San Francisco
2013-02-05,2.99,Ubisoft - San Francisco
2013-02-05,2.99,Ubisoft - San Francisco
2013-02-05,2.99,Ubisoft - San Francisco
2013-02-06,0.99,"Capcom U.S.A., Inc."
2013-02-06,0.99,"Capcom U.S.A., Inc"
2013-02-06,0.99,"Capcom U.S.A., Inc"
2013-02-06,9.99,Focus Home Interactive
2013-02-06,0.99,"Capcom U.S.A., Inc"
2013-02-06,19.99,"Capcom U.S.A., Inc."
2013-02-15,3.99,Mind Over Matter Studios
2013-02-18,6.99,Megadev
2013-02-18,24.99,Haemimont Games
2013-02-18,14.99,"Arcen Games, LLC"
2013-02-19,1.99,Jet Set Games
2013-02-19,2.99,Ubisoft - San Francisco
2013-02-19,2.99,Ubisoft - San Francisco
2013-02-19,2.99,Ubisoft - San Francisco
2013-02-18,19.99,Paradox Development Studio
2013-02-26,2.99,Ubisoft - San Francisco
2013-02-26,2.99,Ubisoft - San Francisco
2013-02-26,2.99,Ubisoft - San Francisco
2013-02-26,9.99,"Ubisoft Paris,Red Storm Entertainment"
2013-03-05,29.99,PV Games
2013-02-26,7.99,Ubisoft - San Francisco
2013-03-05,19.99,Degica
2013-03-05,19.99,The Sims Studio
2013-03-05,2.99,Ubisoft - San Francisco
2013-03-05,2.99,Ubisoft - San Francisco
2013-03-05,2.99,Ubisoft - San Francisco
2013-03-05,8.99,Ninja Theory
2013-03-05,7.99,Ubisoft - San Francisco
2013-03-07,1.99,Geoff Keighley
2013-03-14,9.99,"Standing Stone Games, LLC"
2013-03-14,2.99,Curve Studios
2013-03-18,9.99,"Radial Games Corp,Dejobaan Games, LLC"
2013-03-18,9.99,Colin Northway with art by Thomas Shahan
2013-03-20,9.99,Enigma SP
2013-03-19,1.99,Cyanide Montreal
2013-03-20,9.99,24 Caret Games
2013-03-21,39.99,KrossRails
2013-03-21,19.99,"Redlynx Ltd,Ubisoft  Shanghaï"
2013-03-21,4.99,Ankama Play
2013-03-21,19.99,Carbon Games
1997-11-14,1.99,Running With Scissors
2013-03-22,29.99,Capcom
2013-03-22,3.99,Capcom
2013-03-22,4.99,Zeptolab UK Limited
2013-03-22,2.99,Born Ready Games Ltd.
2013-03-22,9.99,"Sean Han Tani,Joni Kittaka"
2013-03-25,0.99,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
2013-03-26,0.99,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
2013-03-26,0.99,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
2013-03-26,0.99,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
2013-03-26,0.99,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
2013-03-26,0.99,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
2013-03-26,0.99,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
2013-03-26,2.99,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
2013-04-12,0.99,Treyarch
2013-04-03,3.99,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
2013-04-04,9.99,Shiro Games
2013-04-04,9.99,"Eric Chahi,DotEmu"
2013-04-04,19.99,virtualRailroads
2013-04-05,14.99,Geniaware Srl
2013-04-05,Free,Artifice Studio
2013-04-04,19.99,Digital Traction
2013-04-08,1.99,Zeroscale
2013-04-08,7.99,3 Sprockets
2013-04-08,0.99,Lukewarm Media
2013-04-09,2.49,Ronimo Games
2013-04-12,1.99,Treyarch
2013-04-12,1.99,Treyarch
2013-04-12,1.99,Treyarch
2013-04-17,19.99,Dovetail Games
2013-04-12,1.99,Treyarch
2013-04-18,5.99,Minority Media Inc.
2013-04-18,14.99,Minority Media Inc.
2013-04-12,1.99,Treyarch
2013-04-19,9.99,Bossa Studios
2013-04-19,1.99,Coreplay GmbH
2013-04-19,29.99,Square Enix
2013-04-19,9.99,Old School Games
2013-04-19,19.99,Snowbird Games
2013-04-22,1.99,Southend
2013-04-22,1.99,Paradox Development Studio
2013-04-26,3.99,The Farm 51
2013-04-22,1.99,Paradox Development Studio
2013-04-26,14.99,Spiders
2013-04-26,4.99,Telltale Games
2013-04-26,29.99,Zero Sum Games
2013-04-28,Free,Adam Foster
2013-05-15,14.99,Coffee Stain Studios
2013-04-29,2.99,Crocodile Entertainment
2017-11-23,39.99,Treexy
2013-05-07,0.99,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
2013-05-07,0.99,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
2013-05-07,0.99,"Crystal Dynamics,Feral Interactive (Mac),Feral Interactive (Linux)"
